noise,diversity_mean,diversity_std,clusters_mean,clusters_std,largest_mean,largest_std,variance_mean
0.0,0.2095464467930245,0.02923043419082766,6.3,0.6403124237432849,0.229,0.0350570962859162,0.015013593846546509
0.1,0.5538185719733175,0.02584125769025147,93.7,3.9255572852781047,0.025,0.004999999999999999,0.04147181138106477
0.2,0.855047064704302,0.022271060070916022,98.7,1.0999999999999999,0.017,0.0045825756949558405,0.08152294925569427
0.30000000000000004,1.0129870504754905,0.02669751596659685,99.3,0.6403124237432849,0.016000000000000004,0.004898979485566356,0.1118526914026567
0.4,1.1092971790114012,0.020740268134253767,98.8,0.9797958971132711,0.018,0.004,0.13278166763398785
0.5,1.174171990597011,0.01863473405029399,98.6,1.1135528725660044,0.018,0.004,0.1484724719751521
