contrarian_frac,diversity_mean,diversity_std,clusters_mean,largest_mean,variance_mean
0.0,0.3153620362519517,0.02300280253129849,63.9,0.05900000000000001,0.017068032564343798
0.1,0.4939366297543198,0.06372602520453614,76.4,0.040999999999999995,0.04771053931388548
0.2,0.6905510360157441,0.04773478044631077,77.9,0.043,0.07524570904874683
0.30000000000000004,0.8029817208125744,0.07039383865541997,75.9,0.036000000000000004,0.09386310356819291
0.4,0.9315286634797781,0.07026370646356077,73.7,0.038,0.1146489650829825
0.5,1.0495426431808559,0.06021327057125023,68.8,0.043,0.13536386203927103
